country,country_code_2_digit,country_code_3_digit,population,reported_date,confirmed_cases_count,deaths_count,source
Lithuania,LT,LTU,2794184,2020-10-12,159,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-07-12,163,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-03-17,23,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-31,,2,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-07-05,364,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-09-09,177,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-08-16,771,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-08-20,310,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-01,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-09-13,,1,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-11,,4,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-01-27,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-10-14,920,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-03-04,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-10-13,637,,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-09-04,0,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-05-03,,16,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-06-24,508,,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-26,,4,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-07-03,,1,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-02-25,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-09-27,169,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-03-09,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-09-06,0,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-24,3,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-04-13,,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-08-10,,1,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-02-29,0,0,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-04-11,4133,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-10-07,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-04,37,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-06-24,2,,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-01-24,0,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-07-21,,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-10-02,1967,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-08-09,1489,,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-09-20,13498,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-06-11,,0,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-09-18,,5,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-03-20,23,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-07-30,13,,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-09-12,,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-14,,0,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-01-05,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-08-02,,10,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-05-23,,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-07-09,5,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-09-13,,6,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-06-01,,5,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-08-06,,6,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-05-31,,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-04-24,741,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-04-26,,20,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-16,203,,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,2020-09-19,,0,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-02-10,0,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-07-24,164,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-02-21,0,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-06-07,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-27,,0,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-03-11,99,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-03-16,9,,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-25,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-09-25,1721,,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-08-31,,0,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-04-23,28,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-04-30,42,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-08-19,1014,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-03-03,1,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-05-20,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-01-25,,0,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,2020-03-24,,186,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-10-03,6,,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-10-18,,8,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-02-29,,0,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-03-13,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-04,,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-19,,99,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-07-03,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-05,3,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-05-24,0,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-10-02,,169,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-08-19,0,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-03,3,,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-29,0,0,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,2020-06-08,16,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-28,1035,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-06-15,12,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-02-20,0,0,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-07-22,,9,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-09-24,,28,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-02-06,0,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-06-18,7,,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-05-13,,0,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-01-21,0,0,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-07-08,,7,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-09-19,,17,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-03-15,19,,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,2020-03-27,,1,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-09-28,,17,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-06-24,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-05-20,42,,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-01-26,0,0,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-08-12,16,,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,2020-06-09,7,,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,2020-08-23,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-08-09,14,,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-01-06,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-08-19,487,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-01-22,0,0,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-09-07,,0,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-02-11,0,0,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-23,,1,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-01-18,0,0,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,2020-09-03,,16,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2020-04-04,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-09-13,302,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-10-04,,15,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-02-23,0,,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,2020-07-16,85,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-09-22,1,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-09-22,79,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-08-23,,0,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-08-29,105,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-09-20,290,,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,2020-05-01,2,,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-06-22,687,,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-05-31,50,,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2020-02-02,1,,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-11,,47,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-05-13,,53,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,2020-10-05,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-07-01,,0,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-10-18,,0,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-20,99,,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-10-19,37889,,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-16,,1,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-09-02,,2,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-05-10,509,,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-01-20,0,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-06,317,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-05-27,0,,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-06-25,458,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-09-07,,2,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-02-12,0,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-09-30,,9,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-05-24,0,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-08,33,,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-04-16,73,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-01-23,0,0,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,2020-02-26,0,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-07-04,,2,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,2020-05-30,,0,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-09,151,,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-08-24,57,,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,2020-07-27,,0,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-03-12,,0,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,2020-05-24,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-03-22,0,,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-10-12,,143,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-10,,0,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-05-31,,0,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,2020-10-11,,0,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,2020-01-24,0,0,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-02-24,53,,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-05-15,411,,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-09-18,,12,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,2020-07-25,937,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-09-15,51,,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-05-20,,1,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-03-26,,0,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,2020-03-12,196,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-08-16,,0,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-07-15,638,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-08-22,,3,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,2020-04-15,16,,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,2020-04-15,,261,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,2020-05-07,265,,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2020-07-26,,0,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,2020-05-03,,94,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,2020-03-09,0,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-06-05,120,,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-06-13,164,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-10-19,,2,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,2020-08-28,,0,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,2020-04-12,,5,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,2020-04-19,0,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-05-13,67,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-06-07,,0,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,2020-09-21,6148,,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-06-29,254,,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,2020-05-09,,0,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-06-19,11,,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,2020-06-17,,0,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,2020-09-25,0,0,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,2020-07-24,,0,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,2020-05-26,,104,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,2020-03-03,2,,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,2020-04-15,33,,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,2020-05-18,167,,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,2020-10-11,,5,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,2020-03-14,1683,,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,2020-08-20,19,,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,2020-04-07,,0,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,2020-05-27,34,,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,2020-06-01,297,,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,2020-10-20,,9,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,2020-09-15,,2,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,2020-04-12,6,,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,2020-07-25,,8,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2020-09-21,,41,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,2020-10-12,4178,,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,2020-05-22,,156,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,2020-03-27,24,,"Epidemic intelligence, national daily data"
